,State,Country,Lat,Long,Date,Confirmed,Death,Recovered
8387,Khartoum,Sudan,12.8628,30.2176,2020-02-24,0.0,0.0,0.0
8388,Paramaribo,Suriname,3.9193,-56.0278,2020-02-24,0.0,0.0,0.0
8389,Stockholm,Sweden,63.0,16.0,2020-02-24,1.0,0.0,0.0
8390,Bern,Switzerland,46.8182,8.2275,2020-02-24,0.0,0.0,0.0
8391,TBF,Taiwan*,23.7,121.0,2020-02-24,30.0,1.0,5.0
8392,Dodoma,Tanzania,-6.369,34.8888,2020-02-24,0.0,0.0,0.0
8393,Bangkok,Thailand,15.0,101.0,2020-02-24,35.0,0.0,21.0
8394,Lomé,Togo,8.6195,0.8248,2020-02-24,0.0,0.0,0.0
8395,Port of Spain,Trinidad and Tobago,10.6918,-61.2225,2020-02-24,0.0,0.0,0.0
8396,Tunis,Tunisia,34.0,9.0,2020-02-24,0.0,0.0,0.0
8397,Ankara,Turkey,38.9637,35.2433,2020-02-24,0.0,0.0,0.0
8398,Kampala,Uganda,1.0,32.0,2020-02-24,0.0,0.0,0.0
8399,Kiev,Ukraine,48.3794,31.1656,2020-02-24,0.0,0.0,0.0
8400,Abu Dhabi,United Arab Emirates,24.0,54.0,2020-02-24,13.0,0.0,4.0
8401,Bermuda,United Kingdom,32.3078,-64.7505,2020-02-24,0.0,0.0,0.0
8402,Cayman Islands,United Kingdom,19.3133,-81.2546,2020-02-24,0.0,0.0,0.0
8403,Channel Islands,United Kingdom,49.3723,-2.3644,2020-02-24,0.0,0.0,0.0
8404,Gibraltar,United Kingdom,36.1408,-5.3536,2020-02-24,0.0,0.0,0.0
8405,Isle of Man,United Kingdom,54.2361,-4.5481,2020-02-24,0.0,0.0,0.0
8406,Montserrat,United Kingdom,16.7425,-62.1874,2020-02-24,0.0,0.0,0.0
8407,London,United Kingdom,55.3781,-3.4360000000000004,2020-02-24,13.0,0.0,8.0
8408,Montevideo,Uruguay,-32.5228,-55.7658,2020-02-24,0.0,0.0,0.0
8409,TBF,US,37.0902,-95.7129,2020-02-24,51.0,0.0,5.0
8410,Tashkent,Uzbekistan,41.3775,64.5853,2020-02-24,0.0,0.0,0.0
8411,Caracas,Venezuela,6.4238,-66.5897,2020-02-24,0.0,0.0,0.0
8412,Hanoi,Vietnam,16.0,108.0,2020-02-24,16.0,0.0,14.0
8413,Lusaka,Zambia,-15.4167,28.2833,2020-02-24,0.0,0.0,0.0
8414,Harare,Zimbabwe,-20.0,30.0,2020-02-24,0.0,0.0,0.0
8415,Diamond Princess,Canada,0.0,0.0,2020-02-24,0.0,0.0,
8416,Roseau,Dominica,15.415,-61.371,2020-02-24,0.0,0.0,0.0
8417,St. George's,Grenada,12.1165,-61.679,2020-02-24,0.0,0.0,0.0
8418,Maputo,Mozambique,-18.665695,35.529562,2020-02-24,0.0,0.0,
8419,Damascus,Syria,34.802075,38.99681500000001,2020-02-24,0.0,0.0,
8420,TBF,Timor-Leste,-8.874217,125.727539,2020-02-24,0.0,0.0,
8421,Belmopan,Belize,13.1939,-59.5432,2020-02-24,0.0,0.0,0.0
8422,Recovered,Canada,0.0,0.0,2020-02-24,0.0,0.0,
8423,Vientiane,Laos,19.85627,102.495496,2020-02-24,0.0,0.0,0.0
8424,Tripoli,Libya,26.3351,17.228331,2020-02-24,0.0,0.0,0.0
8425,TBF,West Bank and Gaza,31.9522,35.2332,2020-02-24,0.0,0.0,0.0
8426,Bissau,Guinea-Bissau,11.8037,-15.1804,2020-02-24,0.0,0.0,0.0
8427,Bamako,Mali,17.570692,-3.996166000000001,2020-02-24,0.0,0.0,0.0
8428,Basseterre,Saint Kitts and Nevis,17.357822,-62.782998,2020-02-24,0.0,0.0,0.0
8429,Northwest Territories,Canada,64.8255,-124.8457,2020-02-24,0.0,0.0,
8430,Yukon,Canada,64.2823,-135.0,2020-02-24,0.0,0.0,
8431,Pristina,Kosovo,42.602636,20.902977,2020-02-24,0.0,0.0,0.0
8432,Kabul,Afghanistan,33.0,65.0,2020-02-25,1.0,0.0,0.0
8433,Tirana,Albania,41.1533,20.1683,2020-02-25,0.0,0.0,0.0
8434,Algiers,Algeria,28.0339,1.6596,2020-02-25,1.0,0.0,0.0
8435,Andorra la Vella,Andorra,42.5063,1.5218,2020-02-25,0.0,0.0,0.0
8436,Luanda,Angola,-11.2027,17.8739,2020-02-25,0.0,0.0,0.0
8437,St. John's,Antigua and Barbuda,17.0608,-61.7964,2020-02-25,0.0,0.0,0.0
8438,Buenos Aires,Argentina,-38.4161,-63.6167,2020-02-25,0.0,0.0,0.0
8439,Yerevan,Armenia,40.0691,45.0382,2020-02-25,0.0,0.0,0.0
8440,Australian Capital Territory,Australia,-35.4735,149.0124,2020-02-25,0.0,0.0,0.0
8441,New South Wales,Australia,-33.8688,151.2093,2020-02-25,4.0,0.0,4.0
8442,Northern Territory,Australia,-12.4634,130.8456,2020-02-25,0.0,0.0,0.0
8443,Queensland,Australia,-28.0167,153.4,2020-02-25,5.0,0.0,1.0
8444,South Australia,Australia,-34.9285,138.6007,2020-02-25,2.0,0.0,2.0
8445,Tasmania,Australia,-41.4545,145.9707,2020-02-25,0.0,0.0,0.0
8446,Victoria,Australia,-37.8136,144.9631,2020-02-25,4.0,0.0,4.0
8447,Western Australia,Australia,-31.9505,115.8605,2020-02-25,0.0,0.0,0.0
8448,Vienna,Austria,47.5162,14.5501,2020-02-25,2.0,0.0,0.0
8449,Baku,Azerbaijan,40.1431,47.5769,2020-02-25,0.0,0.0,0.0
8450,Nassau,Bahamas,25.0343,-77.3963,2020-02-25,0.0,0.0,0.0
8451,Manama,Bahrain,26.0275,50.55,2020-02-25,23.0,0.0,0.0
8452,Dhaka,Bangladesh,23.685,90.3563,2020-02-25,0.0,0.0,0.0
8453,Bridgetown,Barbados,13.1939,-59.5432,2020-02-25,0.0,0.0,0.0
8454,Minsk,Belarus,53.7098,27.9534,2020-02-25,0.0,0.0,0.0
8455,Brussels,Belgium,50.8333,4.0,2020-02-25,1.0,0.0,1.0
8456,Porto-Novo,Benin,9.3077,2.3158,2020-02-25,0.0,0.0,0.0
8457,Thimphu,Bhutan,27.5142,90.4336,2020-02-25,0.0,0.0,0.0
8458,TBF,Bolivia,-16.2902,-63.5887,2020-02-25,0.0,0.0,0.0
8459,Sarajevo,Bosnia and Herzegovina,43.9159,17.6791,2020-02-25,0.0,0.0,0.0
8460,Brasília,Brazil,-14.235,-51.9253,2020-02-25,0.0,0.0,0.0
8461,Bandar Seri Begawan,Brunei,4.5353,114.7277,2020-02-25,0.0,0.0,0.0
8462,Sofia,Bulgaria,42.7339,25.4858,2020-02-25,0.0,0.0,0.0
8463,Ouagadougou,Burkina Faso,12.2383,-1.5616,2020-02-25,0.0,0.0,0.0
8464,TBF,Cabo Verde,16.5388,-23.0418,2020-02-25,0.0,0.0,0.0
8465,Phnom Penh,Cambodia,11.55,104.9167,2020-02-25,1.0,0.0,1.0
8466,Yaoundé,Cameroon,3.848,11.5021,2020-02-25,0.0,0.0,0.0
8467,Alberta,Canada,53.9333,-116.5765,2020-02-25,0.0,0.0,
8468,British Columbia,Canada,49.2827,-123.1207,2020-02-25,7.0,0.0,
8469,Grand Princess,Canada,37.6489,-122.6655,2020-02-25,0.0,0.0,
8470,Manitoba,Canada,53.7609,-98.8139,2020-02-25,0.0,0.0,
8471,New Brunswick,Canada,46.5653,-66.4619,2020-02-25,0.0,0.0,
8472,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-25,0.0,0.0,
8473,Nova Scotia,Canada,44.682,-63.7443,2020-02-25,0.0,0.0,
8474,Ontario,Canada,51.2538,-85.3232,2020-02-25,4.0,0.0,
8475,Prince Edward Island,Canada,46.5107,-63.4168,2020-02-25,0.0,0.0,
8476,Quebec,Canada,52.9399,-73.5491,2020-02-25,0.0,0.0,
8477,Saskatchewan,Canada,52.9399,-106.4509,2020-02-25,0.0,0.0,
8478,Bangui,Central African Republic,6.6111,20.9394,2020-02-25,0.0,0.0,0.0
8479,N'Djamena,Chad,15.4542,18.7322,2020-02-25,0.0,0.0,0.0
8480,Santiago,Chile,-35.6751,-71.543,2020-02-25,0.0,0.0,0.0
8481,Anhui,China,31.8257,117.2264,2020-02-25,989.0,6.0,712.0
8482,Beijing,China,40.1824,116.4142,2020-02-25,400.0,4.0,215.0
8483,Chongqing,China,30.0572,107.874,2020-02-25,576.0,6.0,372.0
8484,Fujian,China,26.0789,117.9874,2020-02-25,294.0,1.0,199.0
8485,Gansu,China,37.8099,101.0583,2020-02-25,91.0,2.0,80.0
8486,Guangdong,China,23.3417,113.4244,2020-02-25,1347.0,7.0,822.0
8487,Guangxi,China,23.8298,108.7881,2020-02-25,252.0,2.0,134.0
8488,Guizhou,China,26.8154,106.8748,2020-02-25,146.0,2.0,104.0
8489,Hainan,China,19.1959,109.7453,2020-02-25,168.0,5.0,124.0
8490,Hebei,China,39.549,116.1306,2020-02-25,311.0,6.0,248.0
8491,Heilongjiang,China,47.862,127.7615,2020-02-25,480.0,12.0,243.0
8492,Henan,China,33.882,113.614,2020-02-25,1271.0,19.0,1002.0
8493,Hong Kong,China,22.3,114.2,2020-02-25,84.0,2.0,19.0
8494,Hubei,China,30.9756,112.2707,2020-02-25,64786.0,2563.0,18971.0
8495,Hunan,China,27.6104,111.7088,2020-02-25,1016.0,4.0,768.0
8496,Inner Mongolia,China,44.0935,113.9448,2020-02-25,75.0,0.0,35.0
8497,Jiangsu,China,32.9711,119.455,2020-02-25,631.0,0.0,458.0
8498,Jiangxi,China,27.614,115.7221,2020-02-25,934.0,1.0,683.0
8499,Jilin,China,43.6661,126.1923,2020-02-25,93.0,1.0,63.0
8500,Liaoning,China,41.2956,122.6085,2020-02-25,121.0,1.0,83.0
8501,Macau,China,22.1667,113.55,2020-02-25,10.0,0.0,7.0
8502,Ningxia,China,37.2692,106.1655,2020-02-25,71.0,0.0,61.0
8503,Qinghai,China,35.7452,95.9956,2020-02-25,18.0,0.0,18.0
8504,Shaanxi,China,35.1917,108.8701,2020-02-25,245.0,1.0,186.0
8505,Shandong,China,36.3427,118.1498,2020-02-25,756.0,6.0,355.0
8506,Shanghai,China,31.202,121.4491,2020-02-25,336.0,3.0,268.0
8507,Shanxi,China,37.5777,112.2922,2020-02-25,133.0,0.0,98.0
8508,Sichuan,China,30.6171,102.7103,2020-02-25,529.0,3.0,289.0
8509,Tianjin,China,39.3054,117.323,2020-02-25,135.0,3.0,91.0
8510,Tibet,China,31.6927,88.0924,2020-02-25,1.0,0.0,1.0
8511,Xinjiang,China,41.1129,85.2401,2020-02-25,76.0,2.0,30.0
8512,Yunnan,China,24.974,101.487,2020-02-25,174.0,2.0,129.0
8513,Zhejiang,China,29.1832,120.0934,2020-02-25,1205.0,1.0,808.0
8514,Bogotá,Colombia,4.5709,-74.2973,2020-02-25,0.0,0.0,0.0
8515,TBF,Congo (Brazzaville),-4.0383,21.7587,2020-02-25,0.0,0.0,0.0
8516,TBF,Congo (Kinshasa),-4.0383,21.7587,2020-02-25,0.0,0.0,0.0
8517,San José,Costa Rica,9.7489,-83.7534,2020-02-25,0.0,0.0,0.0
8518,TBF,Cote d'Ivoire,7.54,-5.5471,2020-02-25,0.0,0.0,0.0
8519,Zagreb,Croatia,45.1,15.2,2020-02-25,1.0,0.0,0.0
8520,TBF,Diamond Princess,0.0,0.0,2020-02-25,691.0,3.0,0.0
8521,Havana,Cuba,22.0,-80.0,2020-02-25,0.0,0.0,0.0
8522,Nicosia,Cyprus,35.1264,33.4299,2020-02-25,0.0,0.0,0.0
8523,TBF,Czechia,49.8175,15.473,2020-02-25,0.0,0.0,0.0
8524,Faroe Islands,Denmark,61.8926,-6.9118,2020-02-25,0.0,0.0,0.0
8525,Greenland,Denmark,71.7069,-42.6043,2020-02-25,0.0,0.0,0.0
8526,Copenhagen,Denmark,56.2639,9.5018,2020-02-25,0.0,0.0,0.0
8527,Djibouti,Djibouti,11.8251,42.5903,2020-02-25,0.0,0.0,0.0
8528,Santo Domingo,Dominican Republic,18.7357,-70.1627,2020-02-25,0.0,0.0,0.0
8529,Quito,Ecuador,-1.8312,-78.1834,2020-02-25,0.0,0.0,0.0
8530,Cairo,Egypt,26.0,30.0,2020-02-25,1.0,0.0,0.0
8531,San Salvador,El Salvador,13.7942,-88.8965,2020-02-25,0.0,0.0,0.0
8532,Malabo,Equatorial Guinea,1.5,10.0,2020-02-25,0.0,0.0,0.0
8533,Asmara,Eritrea,15.1794,39.7823,2020-02-25,0.0,0.0,0.0
8534,Tallinn,Estonia,58.5953,25.0136,2020-02-25,0.0,0.0,0.0
8535,TBF,Eswatini,-26.5225,31.4659,2020-02-25,0.0,0.0,0.0
8536,Addis Ababa,Ethiopia,9.145,40.4897,2020-02-25,0.0,0.0,0.0
8537,Suva,Fiji,-17.7134,178.065,2020-02-25,0.0,0.0,0.0
8538,Helsinki,Finland,64.0,26.0,2020-02-25,1.0,0.0,1.0
8539,French Guiana,France,3.9339,-53.1258,2020-02-25,0.0,0.0,0.0
8540,French Polynesia,France,-17.6797,149.4068,2020-02-25,0.0,0.0,0.0
8541,Guadeloupe,France,16.25,-61.5833,2020-02-25,0.0,0.0,0.0
8542,Mayotte,France,-12.8275,45.1662,2020-02-25,0.0,0.0,0.0
8543,New Caledonia,France,-20.9043,165.618,2020-02-25,0.0,0.0,0.0
8544,Reunion,France,-21.1351,55.2471,2020-02-25,0.0,0.0,0.0
8545,Saint Barthelemy,France,17.9,-62.8333,2020-02-25,0.0,0.0,0.0
8546,St Martin,France,18.0708,-63.0501,2020-02-25,0.0,0.0,0.0
8547,Martinique,France,14.6415,-61.0242,2020-02-25,0.0,0.0,0.0
8548,Paris,France,46.2276,2.2137,2020-02-25,14.0,1.0,11.0
8549,Libreville,Gabon,-0.8037,11.6094,2020-02-25,0.0,0.0,0.0
8550,Banjul,Gambia,13.4432,-15.3101,2020-02-25,0.0,0.0,0.0
8551,Tbilisi,Georgia,42.3154,43.3569,2020-02-25,0.0,0.0,0.0
8552,Berlin,Germany,51.0,9.0,2020-02-25,17.0,0.0,14.0
8553,Accra,Ghana,7.9465,-1.0232,2020-02-25,0.0,0.0,0.0
8554,Athens,Greece,39.0742,21.8243,2020-02-25,0.0,0.0,0.0
8555,Guatemala City,Guatemala,15.7835,-90.2308,2020-02-25,0.0,0.0,0.0
8556,Conakry,Guinea,9.9456,-9.6966,2020-02-25,0.0,0.0,0.0
8557,Georgetown,Guyana,5.0,-58.75,2020-02-25,0.0,0.0,0.0
8558,Port-au-Prince,Haiti,18.9712,-72.2852,2020-02-25,0.0,0.0,0.0
8559,TBF,Holy See,41.9029,12.4534,2020-02-25,0.0,0.0,0.0
8560,Tegucigalpa,Honduras,15.2,-86.2419,2020-02-25,0.0,0.0,0.0
8561,Budapest,Hungary,47.1625,19.5033,2020-02-25,0.0,0.0,0.0
8562,Reykjavík,Iceland,64.9631,-19.0208,2020-02-25,0.0,0.0,0.0
8563,New Delhi,India,21.0,78.0,2020-02-25,3.0,0.0,3.0
8564,Jakarta,Indonesia,-0.7893,113.9213,2020-02-25,0.0,0.0,0.0
8565,Tehran,Iran,32.0,53.0,2020-02-25,95.0,16.0,0.0
8566,Baghdad,Iraq,33.0,44.0,2020-02-25,1.0,0.0,0.0
8567,Dublin,Ireland,53.1424,-7.6921,2020-02-25,0.0,0.0,0.0
8568,Jerusalem,Israel,31.0,35.0,2020-02-25,1.0,0.0,0.0
8569,Rome,Italy,43.0,12.0,2020-02-25,322.0,10.0,1.0
8570,Kingston,Jamaica,18.1096,-77.2975,2020-02-25,0.0,0.0,0.0
8571,Tokyo,Japan,36.0,138.0,2020-02-25,170.0,1.0,22.0
8572,Amman,Jordan,31.24,36.51,2020-02-25,0.0,0.0,0.0
8573,Astana,Kazakhstan,48.0196,66.9237,2020-02-25,0.0,0.0,0.0
8574,Nairobi,Kenya,-0.0236,37.9062,2020-02-25,0.0,0.0,0.0
8575,TBF,"Korea, South",36.0,128.0,2020-02-25,977.0,10.0,22.0
8576,Kuwait City,Kuwait,29.5,47.75,2020-02-25,11.0,0.0,0.0
8577,Bishkek,Kyrgyzstan,41.2044,74.7661,2020-02-25,0.0,0.0,0.0
8578,Riga,Latvia,56.8796,24.6032,2020-02-25,0.0,0.0,0.0
8579,Beirut,Lebanon,33.8547,35.8623,2020-02-25,1.0,0.0,0.0
8580,Monrovia,Liberia,6.4281,-9.4295,2020-02-25,0.0,0.0,0.0
8581,Vaduz,Liechtenstein,47.14,9.55,2020-02-25,0.0,0.0,0.0
8582,Vilnius,Lithuania,55.1694,23.8813,2020-02-25,0.0,0.0,0.0
8583,Luxembourg,Luxembourg,49.8153,6.1296,2020-02-25,0.0,0.0,0.0
8584,Antananarivo,Madagascar,-18.7669,46.8691,2020-02-25,0.0,0.0,0.0
8585,Kuala Lumpur,Malaysia,2.5,112.5,2020-02-25,22.0,0.0,18.0
8586,Malé,Maldives,3.2028,73.2207,2020-02-25,0.0,0.0,0.0
8587,Valletta,Malta,35.9375,14.3754,2020-02-25,0.0,0.0,0.0
8588,Nouakchott,Mauritania,21.0079,10.9408,2020-02-25,0.0,0.0,0.0
8589,Port Louis,Mauritius,-20.2,57.5,2020-02-25,0.0,0.0,0.0
8590,Mexico City,Mexico,23.6345,-102.5528,2020-02-25,0.0,0.0,0.0
8591,Chisinau,Moldova,47.4116,28.3699,2020-02-25,0.0,0.0,0.0
8592,Monaco,Monaco,43.7333,7.4167,2020-02-25,0.0,0.0,0.0
8593,Ulaanbaatar,Mongolia,46.8625,103.8467,2020-02-25,0.0,0.0,0.0
8594,Podgorica,Montenegro,42.5,19.3,2020-02-25,0.0,0.0,0.0
8595,Rabat,Morocco,31.7917,-7.0926,2020-02-25,0.0,0.0,0.0
8596,Windhoek,Namibia,-22.9576,18.4904,2020-02-25,0.0,0.0,0.0
8597,Kathmandu,Nepal,28.1667,84.25,2020-02-25,1.0,0.0,1.0
8598,Aruba,Netherlands,12.5186,-70.0358,2020-02-25,0.0,0.0,0.0
8599,Curacao,Netherlands,12.1696,-68.99,2020-02-25,0.0,0.0,0.0
8600,Sint Maarten,Netherlands,18.0425,-63.0548,2020-02-25,0.0,0.0,0.0
8601,Amsterdam,Netherlands,52.1326,5.2913,2020-02-25,0.0,0.0,0.0
8602,Wellington,New Zealand,-40.9006,174.886,2020-02-25,0.0,0.0,0.0
8603,Managua,Nicaragua,12.8654,-85.2072,2020-02-25,0.0,0.0,0.0
8604,Niamey,Niger,17.6078,8.0817,2020-02-25,0.0,0.0,0.0
8605,Abuja,Nigeria,9.082,8.6753,2020-02-25,0.0,0.0,0.0
8606,TBF,North Macedonia,41.6086,21.7453,2020-02-25,0.0,0.0,0.0
8607,Oslo,Norway,60.472,8.4689,2020-02-25,0.0,0.0,0.0
8608,Muscat,Oman,21.0,57.0,2020-02-25,2.0,0.0,0.0
8609,Islamabad,Pakistan,30.3753,69.3451,2020-02-25,0.0,0.0,0.0
8610,Panama City,Panama,8.538,-80.7821,2020-02-25,0.0,0.0,0.0
8611,Port Moresby,Papua New Guinea,-6.315,143.9555,2020-02-25,0.0,0.0,0.0
8612,Asunción,Paraguay,-23.4425,-58.4438,2020-02-25,0.0,0.0,0.0
8613,Lima,Peru,-9.19,-75.0152,2020-02-25,0.0,0.0,0.0
8614,Manila,Philippines,13.0,122.0,2020-02-25,3.0,1.0,1.0
8615,Warsaw,Poland,51.9194,19.1451,2020-02-25,0.0,0.0,0.0
8616,Lisbon,Portugal,39.3999,-8.2245,2020-02-25,0.0,0.0,0.0
8617,Doha,Qatar,25.3548,51.1839,2020-02-25,0.0,0.0,0.0
8618,Bucharest,Romania,45.9432,24.9668,2020-02-25,0.0,0.0,0.0
8619,Moscow,Russia,60.0,90.0,2020-02-25,2.0,0.0,2.0
8620,Kigali,Rwanda,-1.9403,29.8739,2020-02-25,0.0,0.0,0.0
8621,Castries,Saint Lucia,13.9094,-60.9789,2020-02-25,0.0,0.0,0.0
8622,Kingstown,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-02-25,0.0,0.0,0.0
8623,San Marino,San Marino,43.9424,12.4578,2020-02-25,0.0,0.0,0.0
8624,Riyadh,Saudi Arabia,24.0,45.0,2020-02-25,0.0,0.0,0.0
8625,Dakar,Senegal,14.4974,-14.4524,2020-02-25,0.0,0.0,0.0
8626,Belgrade,Serbia,44.0165,21.0059,2020-02-25,0.0,0.0,0.0
8627,Victoria,Seychelles,-4.6796,55.492,2020-02-25,0.0,0.0,0.0
8628,Singapore,Singapore,1.2833,103.8333,2020-02-25,91.0,0.0,53.0
8629,Bratislava,Slovakia,48.669,19.699,2020-02-25,0.0,0.0,0.0
8630,Ljubljana,Slovenia,46.1512,14.9955,2020-02-25,0.0,0.0,0.0
8631,Mogadishu,Somalia,5.1521,46.1996,2020-02-25,0.0,0.0,0.0
8632,Pretoria,South Africa,-30.5595,22.9375,2020-02-25,0.0,0.0,0.0
8633,Madrid,Spain,40.0,-4.0,2020-02-25,6.0,0.0,2.0
8634,Sri Jayawardenapura Kotte,Sri Lanka,7.0,81.0,2020-02-25,1.0,0.0,1.0
8635,Khartoum,Sudan,12.8628,30.2176,2020-02-25,0.0,0.0,0.0
8636,Paramaribo,Suriname,3.9193,-56.0278,2020-02-25,0.0,0.0,0.0
8637,Stockholm,Sweden,63.0,16.0,2020-02-25,1.0,0.0,0.0
8638,Bern,Switzerland,46.8182,8.2275,2020-02-25,1.0,0.0,0.0
8639,TBF,Taiwan*,23.7,121.0,2020-02-25,31.0,1.0,5.0
8640,Dodoma,Tanzania,-6.369,34.8888,2020-02-25,0.0,0.0,0.0
8641,Bangkok,Thailand,15.0,101.0,2020-02-25,37.0,0.0,22.0
8642,Lomé,Togo,8.6195,0.8248,2020-02-25,0.0,0.0,0.0
8643,Port of Spain,Trinidad and Tobago,10.6918,-61.2225,2020-02-25,0.0,0.0,0.0
8644,Tunis,Tunisia,34.0,9.0,2020-02-25,0.0,0.0,0.0
8645,Ankara,Turkey,38.9637,35.2433,2020-02-25,0.0,0.0,0.0
8646,Kampala,Uganda,1.0,32.0,2020-02-25,0.0,0.0,0.0
8647,Kiev,Ukraine,48.3794,31.1656,2020-02-25,0.0,0.0,0.0
8648,Abu Dhabi,United Arab Emirates,24.0,54.0,2020-02-25,13.0,0.0,4.0
8649,Bermuda,United Kingdom,32.3078,-64.7505,2020-02-25,0.0,0.0,0.0
8650,Cayman Islands,United Kingdom,19.3133,-81.2546,2020-02-25,0.0,0.0,0.0
8651,Channel Islands,United Kingdom,49.3723,-2.3644,2020-02-25,0.0,0.0,0.0
8652,Gibraltar,United Kingdom,36.1408,-5.3536,2020-02-25,0.0,0.0,0.0
8653,Isle of Man,United Kingdom,54.2361,-4.5481,2020-02-25,0.0,0.0,0.0
8654,Montserrat,United Kingdom,16.7425,-62.1874,2020-02-25,0.0,0.0,0.0
8655,London,United Kingdom,55.3781,-3.4360000000000004,2020-02-25,13.0,0.0,8.0
8656,Montevideo,Uruguay,-32.5228,-55.7658,2020-02-25,0.0,0.0,0.0
8657,TBF,US,37.0902,-95.7129,2020-02-25,51.0,0.0,6.0
8658,Tashkent,Uzbekistan,41.3775,64.5853,2020-02-25,0.0,0.0,0.0
8659,Caracas,Venezuela,6.4238,-66.5897,2020-02-25,0.0,0.0,0.0
8660,Hanoi,Vietnam,16.0,108.0,2020-02-25,16.0,0.0,16.0
8661,Lusaka,Zambia,-15.4167,28.2833,2020-02-25,0.0,0.0,0.0
8662,Harare,Zimbabwe,-20.0,30.0,2020-02-25,0.0,0.0,0.0
8663,Diamond Princess,Canada,0.0,0.0,2020-02-25,0.0,0.0,
8664,Roseau,Dominica,15.415,-61.371,2020-02-25,0.0,0.0,0.0
8665,St. George's,Grenada,12.1165,-61.679,2020-02-25,0.0,0.0,0.0
8666,Maputo,Mozambique,-18.665695,35.529562,2020-02-25,0.0,0.0,
8667,Damascus,Syria,34.802075,38.99681500000001,2020-02-25,0.0,0.0,
8668,TBF,Timor-Leste,-8.874217,125.727539,2020-02-25,0.0,0.0,
8669,Belmopan,Belize,13.1939,-59.5432,2020-02-25,0.0,0.0,0.0
8670,Recovered,Canada,0.0,0.0,2020-02-25,0.0,0.0,
8671,Vientiane,Laos,19.85627,102.495496,2020-02-25,0.0,0.0,0.0
8672,Tripoli,Libya,26.3351,17.228331,2020-02-25,0.0,0.0,0.0
8673,TBF,West Bank and Gaza,31.9522,35.2332,2020-02-25,0.0,0.0,0.0
8674,Bissau,Guinea-Bissau,11.8037,-15.1804,2020-02-25,0.0,0.0,0.0
8675,Bamako,Mali,17.570692,-3.996166000000001,2020-02-25,0.0,0.0,0.0
8676,Basseterre,Saint Kitts and Nevis,17.357822,-62.782998,2020-02-25,0.0,0.0,0.0
8677,Northwest Territories,Canada,64.8255,-124.8457,2020-02-25,0.0,0.0,
8678,Yukon,Canada,64.2823,-135.0,2020-02-25,0.0,0.0,
8679,Pristina,Kosovo,42.602636,20.902977,2020-02-25,0.0,0.0,0.0
8680,Kabul,Afghanistan,33.0,65.0,2020-02-26,1.0,0.0,0.0
8681,Tirana,Albania,41.1533,20.1683,2020-02-26,0.0,0.0,0.0
8682,Algiers,Algeria,28.0339,1.6596,2020-02-26,1.0,0.0,0.0
8683,Andorra la Vella,Andorra,42.5063,1.5218,2020-02-26,0.0,0.0,0.0
8684,Luanda,Angola,-11.2027,17.8739,2020-02-26,0.0,0.0,0.0
8685,St. John's,Antigua and Barbuda,17.0608,-61.7964,2020-02-26,0.0,0.0,0.0
8686,Buenos Aires,Argentina,-38.4161,-63.6167,2020-02-26,0.0,0.0,0.0
8687,Yerevan,Armenia,40.0691,45.0382,2020-02-26,0.0,0.0,0.0
8688,Australian Capital Territory,Australia,-35.4735,149.0124,2020-02-26,0.0,0.0,0.0
8689,New South Wales,Australia,-33.8688,151.2093,2020-02-26,4.0,0.0,4.0
8690,Northern Territory,Australia,-12.4634,130.8456,2020-02-26,0.0,0.0,0.0
8691,Queensland,Australia,-28.0167,153.4,2020-02-26,5.0,0.0,1.0
8692,South Australia,Australia,-34.9285,138.6007,2020-02-26,2.0,0.0,2.0
8693,Tasmania,Australia,-41.4545,145.9707,2020-02-26,0.0,0.0,0.0
8694,Victoria,Australia,-37.8136,144.9631,2020-02-26,4.0,0.0,4.0
8695,Western Australia,Australia,-31.9505,115.8605,2020-02-26,0.0,0.0,0.0
8696,Vienna,Austria,47.5162,14.5501,2020-02-26,2.0,0.0,0.0
8697,Baku,Azerbaijan,40.1431,47.5769,2020-02-26,0.0,0.0,0.0
8698,Nassau,Bahamas,25.0343,-77.3963,2020-02-26,0.0,0.0,0.0
8699,Manama,Bahrain,26.0275,50.55,2020-02-26,33.0,0.0,0.0
8700,Dhaka,Bangladesh,23.685,90.3563,2020-02-26,0.0,0.0,0.0
8701,Bridgetown,Barbados,13.1939,-59.5432,2020-02-26,0.0,0.0,0.0
8702,Minsk,Belarus,53.7098,27.9534,2020-02-26,0.0,0.0,0.0
8703,Brussels,Belgium,50.8333,4.0,2020-02-26,1.0,0.0,1.0
8704,Porto-Novo,Benin,9.3077,2.3158,2020-02-26,0.0,0.0,0.0
8705,Thimphu,Bhutan,27.5142,90.4336,2020-02-26,0.0,0.0,0.0
8706,TBF,Bolivia,-16.2902,-63.5887,2020-02-26,0.0,0.0,0.0
8707,Sarajevo,Bosnia and Herzegovina,43.9159,17.6791,2020-02-26,0.0,0.0,0.0
8708,Brasília,Brazil,-14.235,-51.9253,2020-02-26,1.0,0.0,0.0
8709,Bandar Seri Begawan,Brunei,4.5353,114.7277,2020-02-26,0.0,0.0,0.0
8710,Sofia,Bulgaria,42.7339,25.4858,2020-02-26,0.0,0.0,0.0
8711,Ouagadougou,Burkina Faso,12.2383,-1.5616,2020-02-26,0.0,0.0,0.0
