,State,Country,Lat,Long,Date,Confirmed,Death,Recovered
2471,Vientiane,Laos,19.85627,102.495496,2020-01-31,0.0,0.0,0.0
2472,Tripoli,Libya,26.3351,17.228331,2020-01-31,0.0,0.0,0.0
2473,TBF,West Bank and Gaza,31.9522,35.2332,2020-01-31,0.0,0.0,0.0
2474,Bissau,Guinea-Bissau,11.8037,-15.1804,2020-01-31,0.0,0.0,0.0
2475,Bamako,Mali,17.570692,-3.996166000000001,2020-01-31,0.0,0.0,0.0
2476,Basseterre,Saint Kitts and Nevis,17.357822,-62.782998,2020-01-31,0.0,0.0,0.0
2477,Northwest Territories,Canada,64.8255,-124.8457,2020-01-31,0.0,0.0,
2478,Yukon,Canada,64.2823,-135.0,2020-01-31,0.0,0.0,
2479,Pristina,Kosovo,42.602636,20.902977,2020-01-31,0.0,0.0,0.0
2480,Kabul,Afghanistan,33.0,65.0,2020-02-01,0.0,0.0,0.0
2481,Tirana,Albania,41.1533,20.1683,2020-02-01,0.0,0.0,0.0
2482,Algiers,Algeria,28.0339,1.6596,2020-02-01,0.0,0.0,0.0
2483,Andorra la Vella,Andorra,42.5063,1.5218,2020-02-01,0.0,0.0,0.0
2484,Luanda,Angola,-11.2027,17.8739,2020-02-01,0.0,0.0,0.0
2485,St. John's,Antigua and Barbuda,17.0608,-61.7964,2020-02-01,0.0,0.0,0.0
2486,Buenos Aires,Argentina,-38.4161,-63.6167,2020-02-01,0.0,0.0,0.0
2487,Yerevan,Armenia,40.0691,45.0382,2020-02-01,0.0,0.0,0.0
2488,Australian Capital Territory,Australia,-35.4735,149.0124,2020-02-01,0.0,0.0,0.0
2489,New South Wales,Australia,-33.8688,151.2093,2020-02-01,4.0,0.0,2.0
2490,Northern Territory,Australia,-12.4634,130.8456,2020-02-01,0.0,0.0,0.0
2491,Queensland,Australia,-28.0167,153.4,2020-02-01,3.0,0.0,0.0
2492,South Australia,Australia,-34.9285,138.6007,2020-02-01,1.0,0.0,0.0
2493,Tasmania,Australia,-41.4545,145.9707,2020-02-01,0.0,0.0,0.0
2494,Victoria,Australia,-37.8136,144.9631,2020-02-01,4.0,0.0,0.0
2495,Western Australia,Australia,-31.9505,115.8605,2020-02-01,0.0,0.0,0.0
2496,Vienna,Austria,47.5162,14.5501,2020-02-01,0.0,0.0,0.0
2497,Baku,Azerbaijan,40.1431,47.5769,2020-02-01,0.0,0.0,0.0
2498,Nassau,Bahamas,25.0343,-77.3963,2020-02-01,0.0,0.0,0.0
2499,Manama,Bahrain,26.0275,50.55,2020-02-01,0.0,0.0,0.0
2500,Dhaka,Bangladesh,23.685,90.3563,2020-02-01,0.0,0.0,0.0
2501,Bridgetown,Barbados,13.1939,-59.5432,2020-02-01,0.0,0.0,0.0
2502,Minsk,Belarus,53.7098,27.9534,2020-02-01,0.0,0.0,0.0
2503,Brussels,Belgium,50.8333,4.0,2020-02-01,0.0,0.0,0.0
2504,Porto-Novo,Benin,9.3077,2.3158,2020-02-01,0.0,0.0,0.0
2505,Thimphu,Bhutan,27.5142,90.4336,2020-02-01,0.0,0.0,0.0
2506,TBF,Bolivia,-16.2902,-63.5887,2020-02-01,0.0,0.0,0.0
2507,Sarajevo,Bosnia and Herzegovina,43.9159,17.6791,2020-02-01,0.0,0.0,0.0
2508,Brasília,Brazil,-14.235,-51.9253,2020-02-01,0.0,0.0,0.0
2509,Bandar Seri Begawan,Brunei,4.5353,114.7277,2020-02-01,0.0,0.0,0.0
2510,Sofia,Bulgaria,42.7339,25.4858,2020-02-01,0.0,0.0,0.0
2511,Ouagadougou,Burkina Faso,12.2383,-1.5616,2020-02-01,0.0,0.0,0.0
2512,TBF,Cabo Verde,16.5388,-23.0418,2020-02-01,0.0,0.0,0.0
2513,Phnom Penh,Cambodia,11.55,104.9167,2020-02-01,1.0,0.0,0.0
2514,Yaoundé,Cameroon,3.848,11.5021,2020-02-01,0.0,0.0,0.0
2515,Alberta,Canada,53.9333,-116.5765,2020-02-01,0.0,0.0,
2516,British Columbia,Canada,49.2827,-123.1207,2020-02-01,1.0,0.0,
2517,Grand Princess,Canada,37.6489,-122.6655,2020-02-01,0.0,0.0,
2518,Manitoba,Canada,53.7609,-98.8139,2020-02-01,0.0,0.0,
2519,New Brunswick,Canada,46.5653,-66.4619,2020-02-01,0.0,0.0,
2520,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-01,0.0,0.0,
2521,Nova Scotia,Canada,44.682,-63.7443,2020-02-01,0.0,0.0,
2522,Ontario,Canada,51.2538,-85.3232,2020-02-01,3.0,0.0,
2523,Prince Edward Island,Canada,46.5107,-63.4168,2020-02-01,0.0,0.0,
2524,Quebec,Canada,52.9399,-73.5491,2020-02-01,0.0,0.0,
2525,Saskatchewan,Canada,52.9399,-106.4509,2020-02-01,0.0,0.0,
2526,Bangui,Central African Republic,6.6111,20.9394,2020-02-01,0.0,0.0,0.0
2527,N'Djamena,Chad,15.4542,18.7322,2020-02-01,0.0,0.0,0.0
2528,Santiago,Chile,-35.6751,-71.543,2020-02-01,0.0,0.0,0.0
2529,Anhui,China,31.8257,117.2264,2020-02-01,297.0,0.0,5.0
2530,Beijing,China,40.1824,116.4142,2020-02-01,168.0,1.0,9.0
2531,Chongqing,China,30.0572,107.874,2020-02-01,247.0,1.0,3.0
2532,Fujian,China,26.0789,117.9874,2020-02-01,144.0,0.0,0.0
2533,Gansu,China,37.8099,101.0583,2020-02-01,40.0,0.0,0.0
2534,Guangdong,China,23.3417,113.4244,2020-02-01,535.0,0.0,14.0
2535,Guangxi,China,23.8298,108.7881,2020-02-01,100.0,0.0,2.0
2536,Guizhou,China,26.8154,106.8748,2020-02-01,29.0,0.0,2.0
2537,Hainan,China,19.1959,109.7453,2020-02-01,62.0,1.0,1.0
2538,Hebei,China,39.549,116.1306,2020-02-01,96.0,1.0,0.0
2539,Heilongjiang,China,47.862,127.7615,2020-02-01,80.0,2.0,2.0
2540,Henan,China,33.882,113.614,2020-02-01,422.0,2.0,3.0
2541,Hong Kong,China,22.3,114.2,2020-02-01,13.0,0.0,0.0
2542,Hubei,China,30.9756,112.2707,2020-02-01,7153.0,249.0,168.0
2543,Hunan,China,27.6104,111.7088,2020-02-01,389.0,0.0,8.0
2544,Inner Mongolia,China,44.0935,113.9448,2020-02-01,23.0,0.0,1.0
2545,Jiangsu,China,32.9711,119.455,2020-02-01,202.0,0.0,6.0
2546,Jiangxi,China,27.614,115.7221,2020-02-01,286.0,0.0,9.0
2547,Jilin,China,43.6661,126.1923,2020-02-01,17.0,0.0,1.0
2548,Liaoning,China,41.2956,122.6085,2020-02-01,64.0,0.0,1.0
2549,Macau,China,22.1667,113.55,2020-02-01,7.0,0.0,0.0
2550,Ningxia,China,37.2692,106.1655,2020-02-01,26.0,0.0,0.0
2551,Qinghai,China,35.7452,95.9956,2020-02-01,9.0,0.0,0.0
2552,Shaanxi,China,35.1917,108.8701,2020-02-01,101.0,0.0,0.0
2553,Shandong,China,36.3427,118.1498,2020-02-01,206.0,0.0,3.0
2554,Shanghai,China,31.202,121.4491,2020-02-01,169.0,1.0,10.0
2555,Shanxi,China,37.5777,112.2922,2020-02-01,47.0,0.0,1.0
2556,Sichuan,China,30.6171,102.7103,2020-02-01,207.0,1.0,3.0
2557,Tianjin,China,39.3054,117.323,2020-02-01,41.0,0.0,0.0
2558,Tibet,China,31.6927,88.0924,2020-02-01,1.0,0.0,0.0
2559,Xinjiang,China,41.1129,85.2401,2020-02-01,18.0,0.0,0.0
2560,Yunnan,China,24.974,101.487,2020-02-01,93.0,0.0,2.0
2561,Zhejiang,China,29.1832,120.0934,2020-02-01,599.0,0.0,21.0
2562,Bogotá,Colombia,4.5709,-74.2973,2020-02-01,0.0,0.0,0.0
2563,TBF,Congo (Brazzaville),-4.0383,21.7587,2020-02-01,0.0,0.0,0.0
2564,TBF,Congo (Kinshasa),-4.0383,21.7587,2020-02-01,0.0,0.0,0.0
2565,San José,Costa Rica,9.7489,-83.7534,2020-02-01,0.0,0.0,0.0
2566,TBF,Cote d'Ivoire,7.54,-5.5471,2020-02-01,0.0,0.0,0.0
2567,Zagreb,Croatia,45.1,15.2,2020-02-01,0.0,0.0,0.0
2568,TBF,Diamond Princess,0.0,0.0,2020-02-01,0.0,0.0,0.0
2569,Havana,Cuba,22.0,-80.0,2020-02-01,0.0,0.0,0.0
2570,Nicosia,Cyprus,35.1264,33.4299,2020-02-01,0.0,0.0,0.0
2571,TBF,Czechia,49.8175,15.473,2020-02-01,0.0,0.0,0.0
2572,Faroe Islands,Denmark,61.8926,-6.9118,2020-02-01,0.0,0.0,0.0
2573,Greenland,Denmark,71.7069,-42.6043,2020-02-01,0.0,0.0,0.0
2574,Copenhagen,Denmark,56.2639,9.5018,2020-02-01,0.0,0.0,0.0
2575,Djibouti,Djibouti,11.8251,42.5903,2020-02-01,0.0,0.0,0.0
2576,Santo Domingo,Dominican Republic,18.7357,-70.1627,2020-02-01,0.0,0.0,0.0
2577,Quito,Ecuador,-1.8312,-78.1834,2020-02-01,0.0,0.0,0.0
2578,Cairo,Egypt,26.0,30.0,2020-02-01,0.0,0.0,0.0
2579,San Salvador,El Salvador,13.7942,-88.8965,2020-02-01,0.0,0.0,0.0
2580,Malabo,Equatorial Guinea,1.5,10.0,2020-02-01,0.0,0.0,0.0
2581,Asmara,Eritrea,15.1794,39.7823,2020-02-01,0.0,0.0,0.0
2582,Tallinn,Estonia,58.5953,25.0136,2020-02-01,0.0,0.0,0.0
2583,TBF,Eswatini,-26.5225,31.4659,2020-02-01,0.0,0.0,0.0
2584,Addis Ababa,Ethiopia,9.145,40.4897,2020-02-01,0.0,0.0,0.0
2585,Suva,Fiji,-17.7134,178.065,2020-02-01,0.0,0.0,0.0
2586,Helsinki,Finland,64.0,26.0,2020-02-01,1.0,0.0,0.0
2587,French Guiana,France,3.9339,-53.1258,2020-02-01,0.0,0.0,0.0
2588,French Polynesia,France,-17.6797,149.4068,2020-02-01,0.0,0.0,0.0
2589,Guadeloupe,France,16.25,-61.5833,2020-02-01,0.0,0.0,0.0
2590,Mayotte,France,-12.8275,45.1662,2020-02-01,0.0,0.0,0.0
2591,New Caledonia,France,-20.9043,165.618,2020-02-01,0.0,0.0,0.0
2592,Reunion,France,-21.1351,55.2471,2020-02-01,0.0,0.0,0.0
2593,Saint Barthelemy,France,17.9,-62.8333,2020-02-01,0.0,0.0,0.0
2594,St Martin,France,18.0708,-63.0501,2020-02-01,0.0,0.0,0.0
2595,Martinique,France,14.6415,-61.0242,2020-02-01,0.0,0.0,0.0
2596,Paris,France,46.2276,2.2137,2020-02-01,6.0,0.0,0.0
2597,Libreville,Gabon,-0.8037,11.6094,2020-02-01,0.0,0.0,0.0
2598,Banjul,Gambia,13.4432,-15.3101,2020-02-01,0.0,0.0,0.0
2599,Tbilisi,Georgia,42.3154,43.3569,2020-02-01,0.0,0.0,0.0
2600,Berlin,Germany,51.0,9.0,2020-02-01,8.0,0.0,0.0
2601,Accra,Ghana,7.9465,-1.0232,2020-02-01,0.0,0.0,0.0
2602,Athens,Greece,39.0742,21.8243,2020-02-01,0.0,0.0,0.0
2603,Guatemala City,Guatemala,15.7835,-90.2308,2020-02-01,0.0,0.0,0.0
2604,Conakry,Guinea,9.9456,-9.6966,2020-02-01,0.0,0.0,0.0
2605,Georgetown,Guyana,5.0,-58.75,2020-02-01,0.0,0.0,0.0
2606,Port-au-Prince,Haiti,18.9712,-72.2852,2020-02-01,0.0,0.0,0.0
2607,TBF,Holy See,41.9029,12.4534,2020-02-01,0.0,0.0,0.0
2608,Tegucigalpa,Honduras,15.2,-86.2419,2020-02-01,0.0,0.0,0.0
2609,Budapest,Hungary,47.1625,19.5033,2020-02-01,0.0,0.0,0.0
2610,Reykjavík,Iceland,64.9631,-19.0208,2020-02-01,0.0,0.0,0.0
2611,New Delhi,India,21.0,78.0,2020-02-01,1.0,0.0,0.0
2612,Jakarta,Indonesia,-0.7893,113.9213,2020-02-01,0.0,0.0,0.0
2613,Tehran,Iran,32.0,53.0,2020-02-01,0.0,0.0,0.0
2614,Baghdad,Iraq,33.0,44.0,2020-02-01,0.0,0.0,0.0
2615,Dublin,Ireland,53.1424,-7.6921,2020-02-01,0.0,0.0,0.0
2616,Jerusalem,Israel,31.0,35.0,2020-02-01,0.0,0.0,0.0
2617,Rome,Italy,43.0,12.0,2020-02-01,2.0,0.0,0.0
2618,Kingston,Jamaica,18.1096,-77.2975,2020-02-01,0.0,0.0,0.0
2619,Tokyo,Japan,36.0,138.0,2020-02-01,20.0,0.0,1.0
2620,Amman,Jordan,31.24,36.51,2020-02-01,0.0,0.0,0.0
2621,Astana,Kazakhstan,48.0196,66.9237,2020-02-01,0.0,0.0,0.0
2622,Nairobi,Kenya,-0.0236,37.9062,2020-02-01,0.0,0.0,0.0
2623,TBF,"Korea, South",36.0,128.0,2020-02-01,12.0,0.0,0.0
2624,Kuwait City,Kuwait,29.5,47.75,2020-02-01,0.0,0.0,0.0
2625,Bishkek,Kyrgyzstan,41.2044,74.7661,2020-02-01,0.0,0.0,0.0
2626,Riga,Latvia,56.8796,24.6032,2020-02-01,0.0,0.0,0.0
2627,Beirut,Lebanon,33.8547,35.8623,2020-02-01,0.0,0.0,0.0
2628,Monrovia,Liberia,6.4281,-9.4295,2020-02-01,0.0,0.0,0.0
2629,Vaduz,Liechtenstein,47.14,9.55,2020-02-01,0.0,0.0,0.0
2630,Vilnius,Lithuania,55.1694,23.8813,2020-02-01,0.0,0.0,0.0
2631,Luxembourg,Luxembourg,49.8153,6.1296,2020-02-01,0.0,0.0,0.0
2632,Antananarivo,Madagascar,-18.7669,46.8691,2020-02-01,0.0,0.0,0.0
2633,Kuala Lumpur,Malaysia,2.5,112.5,2020-02-01,8.0,0.0,0.0
2634,Malé,Maldives,3.2028,73.2207,2020-02-01,0.0,0.0,0.0
2635,Valletta,Malta,35.9375,14.3754,2020-02-01,0.0,0.0,0.0
2636,Nouakchott,Mauritania,21.0079,10.9408,2020-02-01,0.0,0.0,0.0
2637,Port Louis,Mauritius,-20.2,57.5,2020-02-01,0.0,0.0,0.0
2638,Mexico City,Mexico,23.6345,-102.5528,2020-02-01,0.0,0.0,0.0
2639,Chisinau,Moldova,47.4116,28.3699,2020-02-01,0.0,0.0,0.0
2640,Monaco,Monaco,43.7333,7.4167,2020-02-01,0.0,0.0,0.0
2641,Ulaanbaatar,Mongolia,46.8625,103.8467,2020-02-01,0.0,0.0,0.0
2642,Podgorica,Montenegro,42.5,19.3,2020-02-01,0.0,0.0,0.0
2643,Rabat,Morocco,31.7917,-7.0926,2020-02-01,0.0,0.0,0.0
2644,Windhoek,Namibia,-22.9576,18.4904,2020-02-01,0.0,0.0,0.0
2645,Kathmandu,Nepal,28.1667,84.25,2020-02-01,1.0,0.0,0.0
2646,Aruba,Netherlands,12.5186,-70.0358,2020-02-01,0.0,0.0,0.0
2647,Curacao,Netherlands,12.1696,-68.99,2020-02-01,0.0,0.0,0.0
2648,Sint Maarten,Netherlands,18.0425,-63.0548,2020-02-01,0.0,0.0,0.0
2649,Amsterdam,Netherlands,52.1326,5.2913,2020-02-01,0.0,0.0,0.0
2650,Wellington,New Zealand,-40.9006,174.886,2020-02-01,0.0,0.0,0.0
2651,Managua,Nicaragua,12.8654,-85.2072,2020-02-01,0.0,0.0,0.0
2652,Niamey,Niger,17.6078,8.0817,2020-02-01,0.0,0.0,0.0
2653,Abuja,Nigeria,9.082,8.6753,2020-02-01,0.0,0.0,0.0
2654,TBF,North Macedonia,41.6086,21.7453,2020-02-01,0.0,0.0,0.0
2655,Oslo,Norway,60.472,8.4689,2020-02-01,0.0,0.0,0.0
2656,Muscat,Oman,21.0,57.0,2020-02-01,0.0,0.0,0.0
2657,Islamabad,Pakistan,30.3753,69.3451,2020-02-01,0.0,0.0,0.0
2658,Panama City,Panama,8.538,-80.7821,2020-02-01,0.0,0.0,0.0
2659,Port Moresby,Papua New Guinea,-6.315,143.9555,2020-02-01,0.0,0.0,0.0
2660,Asunción,Paraguay,-23.4425,-58.4438,2020-02-01,0.0,0.0,0.0
2661,Lima,Peru,-9.19,-75.0152,2020-02-01,0.0,0.0,0.0
2662,Manila,Philippines,13.0,122.0,2020-02-01,1.0,0.0,0.0
2663,Warsaw,Poland,51.9194,19.1451,2020-02-01,0.0,0.0,0.0
2664,Lisbon,Portugal,39.3999,-8.2245,2020-02-01,0.0,0.0,0.0
2665,Doha,Qatar,25.3548,51.1839,2020-02-01,0.0,0.0,0.0
2666,Bucharest,Romania,45.9432,24.9668,2020-02-01,0.0,0.0,0.0
2667,Moscow,Russia,60.0,90.0,2020-02-01,2.0,0.0,0.0
2668,Kigali,Rwanda,-1.9403,29.8739,2020-02-01,0.0,0.0,0.0
2669,Castries,Saint Lucia,13.9094,-60.9789,2020-02-01,0.0,0.0,0.0
2670,Kingstown,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-02-01,0.0,0.0,0.0
2671,San Marino,San Marino,43.9424,12.4578,2020-02-01,0.0,0.0,0.0
2672,Riyadh,Saudi Arabia,24.0,45.0,2020-02-01,0.0,0.0,0.0
2673,Dakar,Senegal,14.4974,-14.4524,2020-02-01,0.0,0.0,0.0
2674,Belgrade,Serbia,44.0165,21.0059,2020-02-01,0.0,0.0,0.0
2675,Victoria,Seychelles,-4.6796,55.492,2020-02-01,0.0,0.0,0.0
2676,Singapore,Singapore,1.2833,103.8333,2020-02-01,16.0,0.0,0.0
2677,Bratislava,Slovakia,48.669,19.699,2020-02-01,0.0,0.0,0.0
2678,Ljubljana,Slovenia,46.1512,14.9955,2020-02-01,0.0,0.0,0.0
2679,Mogadishu,Somalia,5.1521,46.1996,2020-02-01,0.0,0.0,0.0
2680,Pretoria,South Africa,-30.5595,22.9375,2020-02-01,0.0,0.0,0.0
2681,Madrid,Spain,40.0,-4.0,2020-02-01,1.0,0.0,0.0
2682,Sri Jayawardenapura Kotte,Sri Lanka,7.0,81.0,2020-02-01,1.0,0.0,0.0
2683,Khartoum,Sudan,12.8628,30.2176,2020-02-01,0.0,0.0,0.0
2684,Paramaribo,Suriname,3.9193,-56.0278,2020-02-01,0.0,0.0,0.0
2685,Stockholm,Sweden,63.0,16.0,2020-02-01,1.0,0.0,0.0
2686,Bern,Switzerland,46.8182,8.2275,2020-02-01,0.0,0.0,0.0
2687,TBF,Taiwan*,23.7,121.0,2020-02-01,10.0,0.0,0.0
2688,Dodoma,Tanzania,-6.369,34.8888,2020-02-01,0.0,0.0,0.0
2689,Bangkok,Thailand,15.0,101.0,2020-02-01,19.0,0.0,5.0
2690,Lomé,Togo,8.6195,0.8248,2020-02-01,0.0,0.0,0.0
2691,Port of Spain,Trinidad and Tobago,10.6918,-61.2225,2020-02-01,0.0,0.0,0.0
2692,Tunis,Tunisia,34.0,9.0,2020-02-01,0.0,0.0,0.0
2693,Ankara,Turkey,38.9637,35.2433,2020-02-01,0.0,0.0,0.0
2694,Kampala,Uganda,1.0,32.0,2020-02-01,0.0,0.0,0.0
2695,Kiev,Ukraine,48.3794,31.1656,2020-02-01,0.0,0.0,0.0
2696,Abu Dhabi,United Arab Emirates,24.0,54.0,2020-02-01,4.0,0.0,0.0
2697,Bermuda,United Kingdom,32.3078,-64.7505,2020-02-01,0.0,0.0,0.0
2698,Cayman Islands,United Kingdom,19.3133,-81.2546,2020-02-01,0.0,0.0,0.0
2699,Channel Islands,United Kingdom,49.3723,-2.3644,2020-02-01,0.0,0.0,0.0
2700,Gibraltar,United Kingdom,36.1408,-5.3536,2020-02-01,0.0,0.0,0.0
2701,Isle of Man,United Kingdom,54.2361,-4.5481,2020-02-01,0.0,0.0,0.0
2702,Montserrat,United Kingdom,16.7425,-62.1874,2020-02-01,0.0,0.0,0.0
2703,London,United Kingdom,55.3781,-3.4360000000000004,2020-02-01,2.0,0.0,0.0
2704,Montevideo,Uruguay,-32.5228,-55.7658,2020-02-01,0.0,0.0,0.0
2705,TBF,US,37.0902,-95.7129,2020-02-01,8.0,0.0,0.0
2706,Tashkent,Uzbekistan,41.3775,64.5853,2020-02-01,0.0,0.0,0.0
2707,Caracas,Venezuela,6.4238,-66.5897,2020-02-01,0.0,0.0,0.0
2708,Hanoi,Vietnam,16.0,108.0,2020-02-01,6.0,0.0,1.0
2709,Lusaka,Zambia,-15.4167,28.2833,2020-02-01,0.0,0.0,0.0
2710,Harare,Zimbabwe,-20.0,30.0,2020-02-01,0.0,0.0,0.0
2711,Diamond Princess,Canada,0.0,0.0,2020-02-01,0.0,0.0,
2712,Roseau,Dominica,15.415,-61.371,2020-02-01,0.0,0.0,0.0
2713,St. George's,Grenada,12.1165,-61.679,2020-02-01,0.0,0.0,0.0
2714,Maputo,Mozambique,-18.665695,35.529562,2020-02-01,0.0,0.0,
2715,Damascus,Syria,34.802075,38.99681500000001,2020-02-01,0.0,0.0,
2716,TBF,Timor-Leste,-8.874217,125.727539,2020-02-01,0.0,0.0,
2717,Belmopan,Belize,13.1939,-59.5432,2020-02-01,0.0,0.0,0.0
2718,Recovered,Canada,0.0,0.0,2020-02-01,0.0,0.0,
2719,Vientiane,Laos,19.85627,102.495496,2020-02-01,0.0,0.0,0.0
2720,Tripoli,Libya,26.3351,17.228331,2020-02-01,0.0,0.0,0.0
2721,TBF,West Bank and Gaza,31.9522,35.2332,2020-02-01,0.0,0.0,0.0
2722,Bissau,Guinea-Bissau,11.8037,-15.1804,2020-02-01,0.0,0.0,0.0
2723,Bamako,Mali,17.570692,-3.996166000000001,2020-02-01,0.0,0.0,0.0
2724,Basseterre,Saint Kitts and Nevis,17.357822,-62.782998,2020-02-01,0.0,0.0,0.0
2725,Northwest Territories,Canada,64.8255,-124.8457,2020-02-01,0.0,0.0,
2726,Yukon,Canada,64.2823,-135.0,2020-02-01,0.0,0.0,
2727,Pristina,Kosovo,42.602636,20.902977,2020-02-01,0.0,0.0,0.0
2728,Kabul,Afghanistan,33.0,65.0,2020-02-02,0.0,0.0,0.0
2729,Tirana,Albania,41.1533,20.1683,2020-02-02,0.0,0.0,0.0
2730,Algiers,Algeria,28.0339,1.6596,2020-02-02,0.0,0.0,0.0
2731,Andorra la Vella,Andorra,42.5063,1.5218,2020-02-02,0.0,0.0,0.0
2732,Luanda,Angola,-11.2027,17.8739,2020-02-02,0.0,0.0,0.0
2733,St. John's,Antigua and Barbuda,17.0608,-61.7964,2020-02-02,0.0,0.0,0.0
2734,Buenos Aires,Argentina,-38.4161,-63.6167,2020-02-02,0.0,0.0,0.0
2735,Yerevan,Armenia,40.0691,45.0382,2020-02-02,0.0,0.0,0.0
2736,Australian Capital Territory,Australia,-35.4735,149.0124,2020-02-02,0.0,0.0,0.0
2737,New South Wales,Australia,-33.8688,151.2093,2020-02-02,4.0,0.0,2.0
2738,Northern Territory,Australia,-12.4634,130.8456,2020-02-02,0.0,0.0,0.0
2739,Queensland,Australia,-28.0167,153.4,2020-02-02,2.0,0.0,0.0
2740,South Australia,Australia,-34.9285,138.6007,2020-02-02,2.0,0.0,0.0
2741,Tasmania,Australia,-41.4545,145.9707,2020-02-02,0.0,0.0,0.0
2742,Victoria,Australia,-37.8136,144.9631,2020-02-02,4.0,0.0,0.0
2743,Western Australia,Australia,-31.9505,115.8605,2020-02-02,0.0,0.0,0.0
2744,Vienna,Austria,47.5162,14.5501,2020-02-02,0.0,0.0,0.0
2745,Baku,Azerbaijan,40.1431,47.5769,2020-02-02,0.0,0.0,0.0
2746,Nassau,Bahamas,25.0343,-77.3963,2020-02-02,0.0,0.0,0.0
2747,Manama,Bahrain,26.0275,50.55,2020-02-02,0.0,0.0,0.0
2748,Dhaka,Bangladesh,23.685,90.3563,2020-02-02,0.0,0.0,0.0
2749,Bridgetown,Barbados,13.1939,-59.5432,2020-02-02,0.0,0.0,0.0
2750,Minsk,Belarus,53.7098,27.9534,2020-02-02,0.0,0.0,0.0
2751,Brussels,Belgium,50.8333,4.0,2020-02-02,0.0,0.0,0.0
2752,Porto-Novo,Benin,9.3077,2.3158,2020-02-02,0.0,0.0,0.0
2753,Thimphu,Bhutan,27.5142,90.4336,2020-02-02,0.0,0.0,0.0
2754,TBF,Bolivia,-16.2902,-63.5887,2020-02-02,0.0,0.0,0.0
2755,Sarajevo,Bosnia and Herzegovina,43.9159,17.6791,2020-02-02,0.0,0.0,0.0
2756,Brasília,Brazil,-14.235,-51.9253,2020-02-02,0.0,0.0,0.0
2757,Bandar Seri Begawan,Brunei,4.5353,114.7277,2020-02-02,0.0,0.0,0.0
2758,Sofia,Bulgaria,42.7339,25.4858,2020-02-02,0.0,0.0,0.0
2759,Ouagadougou,Burkina Faso,12.2383,-1.5616,2020-02-02,0.0,0.0,0.0
2760,TBF,Cabo Verde,16.5388,-23.0418,2020-02-02,0.0,0.0,0.0
2761,Phnom Penh,Cambodia,11.55,104.9167,2020-02-02,1.0,0.0,0.0
2762,Yaoundé,Cameroon,3.848,11.5021,2020-02-02,0.0,0.0,0.0
2763,Alberta,Canada,53.9333,-116.5765,2020-02-02,0.0,0.0,
2764,British Columbia,Canada,49.2827,-123.1207,2020-02-02,1.0,0.0,
2765,Grand Princess,Canada,37.6489,-122.6655,2020-02-02,0.0,0.0,
2766,Manitoba,Canada,53.7609,-98.8139,2020-02-02,0.0,0.0,
2767,New Brunswick,Canada,46.5653,-66.4619,2020-02-02,0.0,0.0,
2768,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-02,0.0,0.0,
2769,Nova Scotia,Canada,44.682,-63.7443,2020-02-02,0.0,0.0,
2770,Ontario,Canada,51.2538,-85.3232,2020-02-02,3.0,0.0,
2771,Prince Edward Island,Canada,46.5107,-63.4168,2020-02-02,0.0,0.0,
2772,Quebec,Canada,52.9399,-73.5491,2020-02-02,0.0,0.0,
2773,Saskatchewan,Canada,52.9399,-106.4509,2020-02-02,0.0,0.0,
2774,Bangui,Central African Republic,6.6111,20.9394,2020-02-02,0.0,0.0,0.0
2775,N'Djamena,Chad,15.4542,18.7322,2020-02-02,0.0,0.0,0.0
2776,Santiago,Chile,-35.6751,-71.543,2020-02-02,0.0,0.0,0.0
2777,Anhui,China,31.8257,117.2264,2020-02-02,340.0,0.0,7.0
2778,Beijing,China,40.1824,116.4142,2020-02-02,191.0,1.0,9.0
2779,Chongqing,China,30.0572,107.874,2020-02-02,300.0,2.0,7.0
2780,Fujian,China,26.0789,117.9874,2020-02-02,159.0,0.0,0.0
2781,Gansu,China,37.8099,101.0583,2020-02-02,51.0,0.0,3.0
2782,Guangdong,China,23.3417,113.4244,2020-02-02,632.0,0.0,15.0
2783,Guangxi,China,23.8298,108.7881,2020-02-02,111.0,0.0,2.0
2784,Guizhou,China,26.8154,106.8748,2020-02-02,38.0,0.0,2.0
2785,Hainan,China,19.1959,109.7453,2020-02-02,64.0,1.0,4.0
2786,Hebei,China,39.549,116.1306,2020-02-02,104.0,1.0,3.0
2787,Heilongjiang,China,47.862,127.7615,2020-02-02,95.0,2.0,2.0
2788,Henan,China,33.882,113.614,2020-02-02,493.0,2.0,10.0
2789,Hong Kong,China,22.3,114.2,2020-02-02,15.0,0.0,0.0
2790,Hubei,China,30.9756,112.2707,2020-02-02,11177.0,350.0,295.0
2791,Hunan,China,27.6104,111.7088,2020-02-02,463.0,0.0,16.0
2792,Inner Mongolia,China,44.0935,113.9448,2020-02-02,27.0,0.0,1.0
2793,Jiangsu,China,32.9711,119.455,2020-02-02,236.0,0.0,7.0
2794,Jiangxi,China,27.614,115.7221,2020-02-02,333.0,0.0,12.0
2795,Jilin,China,43.6661,126.1923,2020-02-02,23.0,0.0,1.0
2796,Liaoning,China,41.2956,122.6085,2020-02-02,70.0,0.0,1.0
2797,Macau,China,22.1667,113.55,2020-02-02,8.0,0.0,0.0
