,State,Country,Lat,Long,Date,Confirmed,Death,Recovered,Active
3325,Amman,Jordan,31.24,36.51,2020-02-04,0.0,0.0,,
3326,Astana,Kazakhstan,48.0196,66.9237,2020-02-04,0.0,0.0,,
3327,Nairobi,Kenya,-0.0236,37.9062,2020-02-04,0.0,0.0,,
3328,TBF,"Korea, South",36.0,128.0,2020-02-04,16.0,0.0,,
3329,Kuwait City,Kuwait,29.5,47.75,2020-02-04,0.0,0.0,,
3330,Bishkek,Kyrgyzstan,41.2044,74.7661,2020-02-04,0.0,0.0,,
3331,Riga,Latvia,56.8796,24.6032,2020-02-04,0.0,0.0,,
3332,Beirut,Lebanon,33.8547,35.8623,2020-02-04,0.0,0.0,,
3333,Monrovia,Liberia,6.4281,-9.4295,2020-02-04,0.0,0.0,,
3334,Vaduz,Liechtenstein,47.14,9.55,2020-02-04,0.0,0.0,,
3335,Vilnius,Lithuania,55.1694,23.8813,2020-02-04,0.0,0.0,,
3336,Luxembourg,Luxembourg,49.8153,6.1296,2020-02-04,0.0,0.0,,
3337,Antananarivo,Madagascar,-18.7669,46.8691,2020-02-04,0.0,0.0,,
3338,Kuala Lumpur,Malaysia,2.5,112.5,2020-02-04,10.0,0.0,,
3339,Malé,Maldives,3.2028,73.2207,2020-02-04,0.0,0.0,,
3340,Valletta,Malta,35.9375,14.3754,2020-02-04,0.0,0.0,,
3341,Nouakchott,Mauritania,21.0079,10.9408,2020-02-04,0.0,0.0,,
3342,Port Louis,Mauritius,-20.2,57.5,2020-02-04,0.0,0.0,,
3343,Mexico City,Mexico,23.6345,-102.5528,2020-02-04,0.0,0.0,,
3344,Chisinau,Moldova,47.4116,28.3699,2020-02-04,0.0,0.0,,
3345,Monaco,Monaco,43.7333,7.4167,2020-02-04,0.0,0.0,,
3346,Ulaanbaatar,Mongolia,46.8625,103.8467,2020-02-04,0.0,0.0,,
3347,Podgorica,Montenegro,42.5,19.3,2020-02-04,0.0,0.0,,
3348,Rabat,Morocco,31.7917,-7.0926,2020-02-04,0.0,0.0,,
3349,Windhoek,Namibia,-22.9576,18.4904,2020-02-04,0.0,0.0,,
3350,Kathmandu,Nepal,28.1667,84.25,2020-02-04,1.0,0.0,,
3351,Aruba,Netherlands,12.5186,-70.0358,2020-02-04,0.0,0.0,,
3352,Curacao,Netherlands,12.1696,-68.99,2020-02-04,0.0,0.0,,
3353,Sint Maarten,Netherlands,18.0425,-63.0548,2020-02-04,0.0,0.0,,
3354,Amsterdam,Netherlands,52.1326,5.2913,2020-02-04,0.0,0.0,,
3355,Wellington,New Zealand,-40.9006,174.886,2020-02-04,0.0,0.0,,
3356,Managua,Nicaragua,12.8654,-85.2072,2020-02-04,0.0,0.0,,
3357,Niamey,Niger,17.6078,8.0817,2020-02-04,0.0,0.0,,
3358,Abuja,Nigeria,9.082,8.6753,2020-02-04,0.0,0.0,,
3359,TBF,North Macedonia,41.6086,21.7453,2020-02-04,0.0,0.0,,
3360,Oslo,Norway,60.472,8.4689,2020-02-04,0.0,0.0,,
3361,Muscat,Oman,21.0,57.0,2020-02-04,0.0,0.0,,
3362,Islamabad,Pakistan,30.3753,69.3451,2020-02-04,0.0,0.0,,
3363,Panama City,Panama,8.538,-80.7821,2020-02-04,0.0,0.0,,
3364,Port Moresby,Papua New Guinea,-6.315,143.9555,2020-02-04,0.0,0.0,,
3365,Asunción,Paraguay,-23.4425,-58.4438,2020-02-04,0.0,0.0,,
3366,Lima,Peru,-9.19,-75.0152,2020-02-04,0.0,0.0,,
3367,Manila,Philippines,13.0,122.0,2020-02-04,2.0,1.0,,
3368,Warsaw,Poland,51.9194,19.1451,2020-02-04,0.0,0.0,,
3369,Lisbon,Portugal,39.3999,-8.2245,2020-02-04,0.0,0.0,,
3370,Doha,Qatar,25.3548,51.1839,2020-02-04,0.0,0.0,,
3371,Bucharest,Romania,45.9432,24.9668,2020-02-04,0.0,0.0,,
3372,Moscow,Russia,60.0,90.0,2020-02-04,2.0,0.0,,
3373,Kigali,Rwanda,-1.9403,29.8739,2020-02-04,0.0,0.0,,
3374,Castries,Saint Lucia,13.9094,-60.9789,2020-02-04,0.0,0.0,,
3375,Kingstown,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-02-04,0.0,0.0,,
3376,San Marino,San Marino,43.9424,12.4578,2020-02-04,0.0,0.0,,
3377,Riyadh,Saudi Arabia,24.0,45.0,2020-02-04,0.0,0.0,,
3378,Dakar,Senegal,14.4974,-14.4524,2020-02-04,0.0,0.0,,
3379,Belgrade,Serbia,44.0165,21.0059,2020-02-04,0.0,0.0,,
3380,Victoria,Seychelles,-4.6796,55.492,2020-02-04,0.0,0.0,,
3381,Singapore,Singapore,1.2833,103.8333,2020-02-04,24.0,0.0,,
3382,Bratislava,Slovakia,48.669,19.699,2020-02-04,0.0,0.0,,
3383,Ljubljana,Slovenia,46.1512,14.9955,2020-02-04,0.0,0.0,,
3384,Mogadishu,Somalia,5.1521,46.1996,2020-02-04,0.0,0.0,,
3385,Pretoria,South Africa,-30.5595,22.9375,2020-02-04,0.0,0.0,,
3386,Madrid,Spain,40.0,-4.0,2020-02-04,1.0,0.0,,
3387,Sri Jayawardenapura Kotte,Sri Lanka,7.0,81.0,2020-02-04,1.0,0.0,,
3388,Khartoum,Sudan,12.8628,30.2176,2020-02-04,0.0,0.0,,
3389,Paramaribo,Suriname,3.9193,-56.0278,2020-02-04,0.0,0.0,,
3390,Stockholm,Sweden,63.0,16.0,2020-02-04,1.0,0.0,,
3391,Bern,Switzerland,46.8182,8.2275,2020-02-04,0.0,0.0,,
3392,TBF,Taiwan*,23.7,121.0,2020-02-04,11.0,0.0,,
3393,Dodoma,Tanzania,-6.369,34.8888,2020-02-04,0.0,0.0,,
3394,Bangkok,Thailand,15.0,101.0,2020-02-04,25.0,0.0,,
3395,Lomé,Togo,8.6195,0.8248,2020-02-04,0.0,0.0,,
3396,Port of Spain,Trinidad and Tobago,10.6918,-61.2225,2020-02-04,0.0,0.0,,
3397,Tunis,Tunisia,34.0,9.0,2020-02-04,0.0,0.0,,
3398,Ankara,Turkey,38.9637,35.2433,2020-02-04,0.0,0.0,,
3399,Kampala,Uganda,1.0,32.0,2020-02-04,0.0,0.0,,
3400,Kiev,Ukraine,48.3794,31.1656,2020-02-04,0.0,0.0,,
3401,Abu Dhabi,United Arab Emirates,24.0,54.0,2020-02-04,5.0,0.0,,
3402,Bermuda,United Kingdom,32.3078,-64.7505,2020-02-04,0.0,0.0,,
3403,Cayman Islands,United Kingdom,19.3133,-81.2546,2020-02-04,0.0,0.0,,
3404,Channel Islands,United Kingdom,49.3723,-2.3644,2020-02-04,0.0,0.0,,
3405,Gibraltar,United Kingdom,36.1408,-5.3536,2020-02-04,0.0,0.0,,
3406,Isle of Man,United Kingdom,54.2361,-4.5481,2020-02-04,0.0,0.0,,
3407,Montserrat,United Kingdom,16.7425,-62.1874,2020-02-04,0.0,0.0,,
3408,London,United Kingdom,55.3781,-3.4360000000000004,2020-02-04,2.0,0.0,,
3409,Montevideo,Uruguay,-32.5228,-55.7658,2020-02-04,0.0,0.0,,
3410,TBF,US,37.0902,-95.7129,2020-02-04,11.0,0.0,,
3411,Tashkent,Uzbekistan,41.3775,64.5853,2020-02-04,0.0,0.0,,
3412,Caracas,Venezuela,6.4238,-66.5897,2020-02-04,0.0,0.0,,
3413,Hanoi,Vietnam,16.0,108.0,2020-02-04,8.0,0.0,,
3414,Lusaka,Zambia,-15.4167,28.2833,2020-02-04,0.0,0.0,,
3415,Harare,Zimbabwe,-20.0,30.0,2020-02-04,0.0,0.0,,
3416,Diamond Princess,Canada,0.0,0.0,2020-02-04,0.0,0.0,,
3417,Roseau,Dominica,15.415,-61.371,2020-02-04,0.0,0.0,,
3418,St. George's,Grenada,12.1165,-61.679,2020-02-04,0.0,0.0,,
3419,Maputo,Mozambique,-18.665695,35.529562,2020-02-04,0.0,0.0,,
3420,Damascus,Syria,34.802075,38.99681500000001,2020-02-04,0.0,0.0,,
3421,TBF,Timor-Leste,-8.874217,125.727539,2020-02-04,0.0,0.0,,
3422,Belmopan,Belize,13.1939,-59.5432,2020-02-04,0.0,0.0,,
3423,Recovered,Canada,0.0,0.0,2020-02-04,0.0,0.0,,
3424,Vientiane,Laos,19.85627,102.495496,2020-02-04,0.0,0.0,,
3425,Tripoli,Libya,26.3351,17.228331,2020-02-04,0.0,0.0,,
3426,TBF,West Bank and Gaza,31.9522,35.2332,2020-02-04,0.0,0.0,,
3427,Bissau,Guinea-Bissau,11.8037,-15.1804,2020-02-04,0.0,0.0,,
3428,Bamako,Mali,17.570692,-3.996166000000001,2020-02-04,0.0,0.0,,
3429,Basseterre,Saint Kitts and Nevis,17.357822,-62.782998,2020-02-04,0.0,0.0,,
3430,Kabul,Afghanistan,33.0,65.0,2020-02-05,0.0,0.0,,
3431,Tirana,Albania,41.1533,20.1683,2020-02-05,0.0,0.0,,
3432,Algiers,Algeria,28.0339,1.6596,2020-02-05,0.0,0.0,,
3433,Andorra la Vella,Andorra,42.5063,1.5218,2020-02-05,0.0,0.0,,
3434,Luanda,Angola,-11.2027,17.8739,2020-02-05,0.0,0.0,,
3435,St. John's,Antigua and Barbuda,17.0608,-61.7964,2020-02-05,0.0,0.0,,
3436,Buenos Aires,Argentina,-38.4161,-63.6167,2020-02-05,0.0,0.0,,
3437,Yerevan,Armenia,40.0691,45.0382,2020-02-05,0.0,0.0,,
3438,Australian Capital Territory,Australia,-35.4735,149.0124,2020-02-05,0.0,0.0,,
3439,New South Wales,Australia,-33.8688,151.2093,2020-02-05,4.0,0.0,,
3440,Northern Territory,Australia,-12.4634,130.8456,2020-02-05,0.0,0.0,,
3441,Queensland,Australia,-28.0167,153.4,2020-02-05,3.0,0.0,,
3442,South Australia,Australia,-34.9285,138.6007,2020-02-05,2.0,0.0,,
3443,Tasmania,Australia,-41.4545,145.9707,2020-02-05,0.0,0.0,,
3444,Victoria,Australia,-37.8136,144.9631,2020-02-05,4.0,0.0,,
3445,Western Australia,Australia,-31.9505,115.8605,2020-02-05,0.0,0.0,,
3446,Vienna,Austria,47.5162,14.5501,2020-02-05,0.0,0.0,,
3447,Baku,Azerbaijan,40.1431,47.5769,2020-02-05,0.0,0.0,,
3448,Nassau,Bahamas,25.0343,-77.3963,2020-02-05,0.0,0.0,,
3449,Manama,Bahrain,26.0275,50.55,2020-02-05,0.0,0.0,,
3450,Dhaka,Bangladesh,23.685,90.3563,2020-02-05,0.0,0.0,,
3451,Bridgetown,Barbados,13.1939,-59.5432,2020-02-05,0.0,0.0,,
3452,Minsk,Belarus,53.7098,27.9534,2020-02-05,0.0,0.0,,
3453,Brussels,Belgium,50.8333,4.0,2020-02-05,1.0,0.0,,
3454,Porto-Novo,Benin,9.3077,2.3158,2020-02-05,0.0,0.0,,
3455,Thimphu,Bhutan,27.5142,90.4336,2020-02-05,0.0,0.0,,
3456,TBF,Bolivia,-16.2902,-63.5887,2020-02-05,0.0,0.0,,
3457,Sarajevo,Bosnia and Herzegovina,43.9159,17.6791,2020-02-05,0.0,0.0,,
3458,Brasília,Brazil,-14.235,-51.9253,2020-02-05,0.0,0.0,,
3459,Bandar Seri Begawan,Brunei,4.5353,114.7277,2020-02-05,0.0,0.0,,
3460,Sofia,Bulgaria,42.7339,25.4858,2020-02-05,0.0,0.0,,
3461,Ouagadougou,Burkina Faso,12.2383,-1.5616,2020-02-05,0.0,0.0,,
3462,TBF,Cabo Verde,16.5388,-23.0418,2020-02-05,0.0,0.0,,
3463,Phnom Penh,Cambodia,11.55,104.9167,2020-02-05,1.0,0.0,,
3464,Yaoundé,Cameroon,3.848,11.5021,2020-02-05,0.0,0.0,,
3465,Alberta,Canada,53.9333,-116.5765,2020-02-05,0.0,0.0,,
3466,British Columbia,Canada,49.2827,-123.1207,2020-02-05,2.0,0.0,,
3467,Grand Princess,Canada,37.6489,-122.6655,2020-02-05,0.0,0.0,,
3468,Manitoba,Canada,53.7609,-98.8139,2020-02-05,0.0,0.0,,
3469,New Brunswick,Canada,46.5653,-66.4619,2020-02-05,0.0,0.0,,
3470,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-05,0.0,0.0,,
3471,Nova Scotia,Canada,44.682,-63.7443,2020-02-05,0.0,0.0,,
3472,Ontario,Canada,51.2538,-85.3232,2020-02-05,3.0,0.0,,
3473,Prince Edward Island,Canada,46.5107,-63.4168,2020-02-05,0.0,0.0,,
3474,Quebec,Canada,52.9399,-73.5491,2020-02-05,0.0,0.0,,
3475,Saskatchewan,Canada,52.9399,-106.4509,2020-02-05,0.0,0.0,,
3476,Bangui,Central African Republic,6.6111,20.9394,2020-02-05,0.0,0.0,,
3477,N'Djamena,Chad,15.4542,18.7322,2020-02-05,0.0,0.0,,
3478,Santiago,Chile,-35.6751,-71.543,2020-02-05,0.0,0.0,,
3479,Anhui,China,31.8257,117.2264,2020-02-05,530.0,0.0,,
3480,Beijing,China,40.1824,116.4142,2020-02-05,253.0,1.0,,
3481,Chongqing,China,30.0572,107.874,2020-02-05,389.0,2.0,,
3482,Fujian,China,26.0789,117.9874,2020-02-05,205.0,0.0,,
3483,Gansu,China,37.8099,101.0583,2020-02-05,62.0,0.0,,
3484,Guangdong,China,23.3417,113.4244,2020-02-05,895.0,0.0,,
3485,Guangxi,China,23.8298,108.7881,2020-02-05,150.0,0.0,,
3486,Guizhou,China,26.8154,106.8748,2020-02-05,64.0,1.0,,
3487,Hainan,China,19.1959,109.7453,2020-02-05,99.0,1.0,,
3488,Hebei,China,39.549,116.1306,2020-02-05,135.0,1.0,,
3489,Heilongjiang,China,47.862,127.7615,2020-02-05,190.0,2.0,,
3490,Henan,China,33.882,113.614,2020-02-05,764.0,2.0,,
3491,Hong Kong,China,22.3,114.2,2020-02-05,21.0,1.0,,
3492,Hubei,China,30.9756,112.2707,2020-02-05,19665.0,549.0,,
3493,Hunan,China,27.6104,111.7088,2020-02-05,661.0,0.0,,
3494,Inner Mongolia,China,44.0935,113.9448,2020-02-05,42.0,0.0,,
3495,Jiangsu,China,32.9711,119.455,2020-02-05,341.0,0.0,,
3496,Jiangxi,China,27.614,115.7221,2020-02-05,548.0,0.0,,
3497,Jilin,China,43.6661,126.1923,2020-02-05,54.0,0.0,,
3498,Liaoning,China,41.2956,122.6085,2020-02-05,89.0,0.0,,
3499,Macau,China,22.1667,113.55,2020-02-05,10.0,0.0,,
3500,Ningxia,China,37.2692,106.1655,2020-02-05,34.0,0.0,,
3501,Qinghai,China,35.7452,95.9956,2020-02-05,17.0,0.0,,
3502,Shaanxi,China,35.1917,108.8701,2020-02-05,165.0,0.0,,
3503,Shandong,China,36.3427,118.1498,2020-02-05,307.0,0.0,,
3504,Shanghai,China,31.202,121.4491,2020-02-05,243.0,1.0,,
3505,Shanxi,China,37.5777,112.2922,2020-02-05,81.0,0.0,,
3506,Sichuan,China,30.6171,102.7103,2020-02-05,301.0,1.0,,
3507,Tianjin,China,39.3054,117.323,2020-02-05,69.0,1.0,,
3508,Tibet,China,31.6927,88.0924,2020-02-05,1.0,0.0,,
3509,Xinjiang,China,41.1129,85.2401,2020-02-05,32.0,0.0,,
3510,Yunnan,China,24.974,101.487,2020-02-05,128.0,0.0,,
3511,Zhejiang,China,29.1832,120.0934,2020-02-05,895.0,0.0,,
3512,Bogotá,Colombia,4.5709,-74.2973,2020-02-05,0.0,0.0,,
3513,TBF,Congo (Brazzaville),-4.0383,21.7587,2020-02-05,0.0,0.0,,
3514,TBF,Congo (Kinshasa),-4.0383,21.7587,2020-02-05,0.0,0.0,,
3515,San José,Costa Rica,9.7489,-83.7534,2020-02-05,0.0,0.0,,
3516,TBF,Cote d'Ivoire,7.54,-5.5471,2020-02-05,0.0,0.0,,
3517,Zagreb,Croatia,45.1,15.2,2020-02-05,0.0,0.0,,
3518,TBF,Diamond Princess,0.0,0.0,2020-02-05,0.0,0.0,,
3519,Havana,Cuba,22.0,-80.0,2020-02-05,0.0,0.0,,
3520,Nicosia,Cyprus,35.1264,33.4299,2020-02-05,0.0,0.0,,
3521,TBF,Czechia,49.8175,15.473,2020-02-05,0.0,0.0,,
3522,Faroe Islands,Denmark,61.8926,-6.9118,2020-02-05,0.0,0.0,,
3523,Greenland,Denmark,71.7069,-42.6043,2020-02-05,0.0,0.0,,
3524,Copenhagen,Denmark,56.2639,9.5018,2020-02-05,0.0,0.0,,
3525,Djibouti,Djibouti,11.8251,42.5903,2020-02-05,0.0,0.0,,
3526,Santo Domingo,Dominican Republic,18.7357,-70.1627,2020-02-05,0.0,0.0,,
3527,Quito,Ecuador,-1.8312,-78.1834,2020-02-05,0.0,0.0,,
3528,Cairo,Egypt,26.0,30.0,2020-02-05,0.0,0.0,,
3529,San Salvador,El Salvador,13.7942,-88.8965,2020-02-05,0.0,0.0,,
3530,Malabo,Equatorial Guinea,1.5,10.0,2020-02-05,0.0,0.0,,
3531,Asmara,Eritrea,15.1794,39.7823,2020-02-05,0.0,0.0,,
3532,Tallinn,Estonia,58.5953,25.0136,2020-02-05,0.0,0.0,,
3533,TBF,Eswatini,-26.5225,31.4659,2020-02-05,0.0,0.0,,
3534,Addis Ababa,Ethiopia,9.145,40.4897,2020-02-05,0.0,0.0,,
3535,Suva,Fiji,-17.7134,178.065,2020-02-05,0.0,0.0,,
3536,Helsinki,Finland,64.0,26.0,2020-02-05,1.0,0.0,,
3537,French Guiana,France,3.9339,-53.1258,2020-02-05,0.0,0.0,,
3538,French Polynesia,France,-17.6797,149.4068,2020-02-05,0.0,0.0,,
3539,Guadeloupe,France,16.25,-61.5833,2020-02-05,0.0,0.0,,
3540,Mayotte,France,-12.8275,45.1662,2020-02-05,0.0,0.0,,
3541,New Caledonia,France,-20.9043,165.618,2020-02-05,0.0,0.0,,
3542,Reunion,France,-21.1351,55.2471,2020-02-05,0.0,0.0,,
3543,Saint Barthelemy,France,17.9,-62.8333,2020-02-05,0.0,0.0,,
3544,St Martin,France,18.0708,-63.0501,2020-02-05,0.0,0.0,,
3545,Martinique,France,14.6415,-61.0242,2020-02-05,0.0,0.0,,
3546,Paris,France,46.2276,2.2137,2020-02-05,6.0,0.0,,
3547,Libreville,Gabon,-0.8037,11.6094,2020-02-05,0.0,0.0,,
3548,Banjul,Gambia,13.4432,-15.3101,2020-02-05,0.0,0.0,,
3549,Tbilisi,Georgia,42.3154,43.3569,2020-02-05,0.0,0.0,,
3550,Berlin,Germany,51.0,9.0,2020-02-05,12.0,0.0,,
3551,Accra,Ghana,7.9465,-1.0232,2020-02-05,0.0,0.0,,
3552,Athens,Greece,39.0742,21.8243,2020-02-05,0.0,0.0,,
3553,Guatemala City,Guatemala,15.7835,-90.2308,2020-02-05,0.0,0.0,,
3554,Conakry,Guinea,9.9456,-9.6966,2020-02-05,0.0,0.0,,
3555,Georgetown,Guyana,5.0,-58.75,2020-02-05,0.0,0.0,,
3556,Port-au-Prince,Haiti,18.9712,-72.2852,2020-02-05,0.0,0.0,,
3557,TBF,Holy See,41.9029,12.4534,2020-02-05,0.0,0.0,,
3558,Tegucigalpa,Honduras,15.2,-86.2419,2020-02-05,0.0,0.0,,
3559,Budapest,Hungary,47.1625,19.5033,2020-02-05,0.0,0.0,,
3560,Reykjavík,Iceland,64.9631,-19.0208,2020-02-05,0.0,0.0,,
3561,New Delhi,India,21.0,78.0,2020-02-05,3.0,0.0,,
3562,Jakarta,Indonesia,-0.7893,113.9213,2020-02-05,0.0,0.0,,
3563,Tehran,Iran,32.0,53.0,2020-02-05,0.0,0.0,,
3564,Baghdad,Iraq,33.0,44.0,2020-02-05,0.0,0.0,,
3565,Dublin,Ireland,53.1424,-7.6921,2020-02-05,0.0,0.0,,
3566,Jerusalem,Israel,31.0,35.0,2020-02-05,0.0,0.0,,
3567,Rome,Italy,43.0,12.0,2020-02-05,2.0,0.0,,
3568,Kingston,Jamaica,18.1096,-77.2975,2020-02-05,0.0,0.0,,
3569,Tokyo,Japan,36.0,138.0,2020-02-05,22.0,0.0,,
3570,Amman,Jordan,31.24,36.51,2020-02-05,0.0,0.0,,
3571,Astana,Kazakhstan,48.0196,66.9237,2020-02-05,0.0,0.0,,
3572,Nairobi,Kenya,-0.0236,37.9062,2020-02-05,0.0,0.0,,
3573,TBF,"Korea, South",36.0,128.0,2020-02-05,19.0,0.0,,
3574,Kuwait City,Kuwait,29.5,47.75,2020-02-05,0.0,0.0,,
3575,Bishkek,Kyrgyzstan,41.2044,74.7661,2020-02-05,0.0,0.0,,
3576,Riga,Latvia,56.8796,24.6032,2020-02-05,0.0,0.0,,
3577,Beirut,Lebanon,33.8547,35.8623,2020-02-05,0.0,0.0,,
3578,Monrovia,Liberia,6.4281,-9.4295,2020-02-05,0.0,0.0,,
3579,Vaduz,Liechtenstein,47.14,9.55,2020-02-05,0.0,0.0,,
3580,Vilnius,Lithuania,55.1694,23.8813,2020-02-05,0.0,0.0,,
3581,Luxembourg,Luxembourg,49.8153,6.1296,2020-02-05,0.0,0.0,,
3582,Antananarivo,Madagascar,-18.7669,46.8691,2020-02-05,0.0,0.0,,
3583,Kuala Lumpur,Malaysia,2.5,112.5,2020-02-05,12.0,0.0,,
3584,Malé,Maldives,3.2028,73.2207,2020-02-05,0.0,0.0,,
3585,Valletta,Malta,35.9375,14.3754,2020-02-05,0.0,0.0,,
3586,Nouakchott,Mauritania,21.0079,10.9408,2020-02-05,0.0,0.0,,
3587,Port Louis,Mauritius,-20.2,57.5,2020-02-05,0.0,0.0,,
3588,Mexico City,Mexico,23.6345,-102.5528,2020-02-05,0.0,0.0,,
3589,Chisinau,Moldova,47.4116,28.3699,2020-02-05,0.0,0.0,,
3590,Monaco,Monaco,43.7333,7.4167,2020-02-05,0.0,0.0,,
3591,Ulaanbaatar,Mongolia,46.8625,103.8467,2020-02-05,0.0,0.0,,
3592,Podgorica,Montenegro,42.5,19.3,2020-02-05,0.0,0.0,,
3593,Rabat,Morocco,31.7917,-7.0926,2020-02-05,0.0,0.0,,
3594,Windhoek,Namibia,-22.9576,18.4904,2020-02-05,0.0,0.0,,
3595,Kathmandu,Nepal,28.1667,84.25,2020-02-05,1.0,0.0,,
3596,Aruba,Netherlands,12.5186,-70.0358,2020-02-05,0.0,0.0,,
3597,Curacao,Netherlands,12.1696,-68.99,2020-02-05,0.0,0.0,,
3598,Sint Maarten,Netherlands,18.0425,-63.0548,2020-02-05,0.0,0.0,,
3599,Amsterdam,Netherlands,52.1326,5.2913,2020-02-05,0.0,0.0,,
3600,Wellington,New Zealand,-40.9006,174.886,2020-02-05,0.0,0.0,,
3601,Managua,Nicaragua,12.8654,-85.2072,2020-02-05,0.0,0.0,,
3602,Niamey,Niger,17.6078,8.0817,2020-02-05,0.0,0.0,,
3603,Abuja,Nigeria,9.082,8.6753,2020-02-05,0.0,0.0,,
3604,TBF,North Macedonia,41.6086,21.7453,2020-02-05,0.0,0.0,,
3605,Oslo,Norway,60.472,8.4689,2020-02-05,0.0,0.0,,
3606,Muscat,Oman,21.0,57.0,2020-02-05,0.0,0.0,,
3607,Islamabad,Pakistan,30.3753,69.3451,2020-02-05,0.0,0.0,,
3608,Panama City,Panama,8.538,-80.7821,2020-02-05,0.0,0.0,,
3609,Port Moresby,Papua New Guinea,-6.315,143.9555,2020-02-05,0.0,0.0,,
3610,Asunción,Paraguay,-23.4425,-58.4438,2020-02-05,0.0,0.0,,
3611,Lima,Peru,-9.19,-75.0152,2020-02-05,0.0,0.0,,
3612,Manila,Philippines,13.0,122.0,2020-02-05,2.0,1.0,,
3613,Warsaw,Poland,51.9194,19.1451,2020-02-05,0.0,0.0,,
3614,Lisbon,Portugal,39.3999,-8.2245,2020-02-05,0.0,0.0,,
3615,Doha,Qatar,25.3548,51.1839,2020-02-05,0.0,0.0,,
3616,Bucharest,Romania,45.9432,24.9668,2020-02-05,0.0,0.0,,
3617,Moscow,Russia,60.0,90.0,2020-02-05,2.0,0.0,,
3618,Kigali,Rwanda,-1.9403,29.8739,2020-02-05,0.0,0.0,,
3619,Castries,Saint Lucia,13.9094,-60.9789,2020-02-05,0.0,0.0,,
3620,Kingstown,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-02-05,0.0,0.0,,
3621,San Marino,San Marino,43.9424,12.4578,2020-02-05,0.0,0.0,,
3622,Riyadh,Saudi Arabia,24.0,45.0,2020-02-05,0.0,0.0,,
3623,Dakar,Senegal,14.4974,-14.4524,2020-02-05,0.0,0.0,,
3624,Belgrade,Serbia,44.0165,21.0059,2020-02-05,0.0,0.0,,
3625,Victoria,Seychelles,-4.6796,55.492,2020-02-05,0.0,0.0,,
3626,Singapore,Singapore,1.2833,103.8333,2020-02-05,28.0,0.0,,
3627,Bratislava,Slovakia,48.669,19.699,2020-02-05,0.0,0.0,,
3628,Ljubljana,Slovenia,46.1512,14.9955,2020-02-05,0.0,0.0,,
3629,Mogadishu,Somalia,5.1521,46.1996,2020-02-05,0.0,0.0,,
3630,Pretoria,South Africa,-30.5595,22.9375,2020-02-05,0.0,0.0,,
3631,Madrid,Spain,40.0,-4.0,2020-02-05,1.0,0.0,,
3632,Sri Jayawardenapura Kotte,Sri Lanka,7.0,81.0,2020-02-05,1.0,0.0,,
3633,Khartoum,Sudan,12.8628,30.2176,2020-02-05,0.0,0.0,,
3634,Paramaribo,Suriname,3.9193,-56.0278,2020-02-05,0.0,0.0,,
3635,Stockholm,Sweden,63.0,16.0,2020-02-05,1.0,0.0,,
3636,Bern,Switzerland,46.8182,8.2275,2020-02-05,0.0,0.0,,
3637,TBF,Taiwan*,23.7,121.0,2020-02-05,11.0,0.0,,
3638,Dodoma,Tanzania,-6.369,34.8888,2020-02-05,0.0,0.0,,
3639,Bangkok,Thailand,15.0,101.0,2020-02-05,25.0,0.0,,
3640,Lomé,Togo,8.6195,0.8248,2020-02-05,0.0,0.0,,
3641,Port of Spain,Trinidad and Tobago,10.6918,-61.2225,2020-02-05,0.0,0.0,,
3642,Tunis,Tunisia,34.0,9.0,2020-02-05,0.0,0.0,,
3643,Ankara,Turkey,38.9637,35.2433,2020-02-05,0.0,0.0,,
3644,Kampala,Uganda,1.0,32.0,2020-02-05,0.0,0.0,,
3645,Kiev,Ukraine,48.3794,31.1656,2020-02-05,0.0,0.0,,
3646,Abu Dhabi,United Arab Emirates,24.0,54.0,2020-02-05,5.0,0.0,,
3647,Bermuda,United Kingdom,32.3078,-64.7505,2020-02-05,0.0,0.0,,
3648,Cayman Islands,United Kingdom,19.3133,-81.2546,2020-02-05,0.0,0.0,,
3649,Channel Islands,United Kingdom,49.3723,-2.3644,2020-02-05,0.0,0.0,,
3650,Gibraltar,United Kingdom,36.1408,-5.3536,2020-02-05,0.0,0.0,,
3651,Isle of Man,United Kingdom,54.2361,-4.5481,2020-02-05,0.0,0.0,,
3652,Montserrat,United Kingdom,16.7425,-62.1874,2020-02-05,0.0,0.0,,
3653,London,United Kingdom,55.3781,-3.4360000000000004,2020-02-05,2.0,0.0,,
3654,Montevideo,Uruguay,-32.5228,-55.7658,2020-02-05,0.0,0.0,,
3655,TBF,US,37.0902,-95.7129,2020-02-05,11.0,0.0,,
3656,Tashkent,Uzbekistan,41.3775,64.5853,2020-02-05,0.0,0.0,,
3657,Caracas,Venezuela,6.4238,-66.5897,2020-02-05,0.0,0.0,,
3658,Hanoi,Vietnam,16.0,108.0,2020-02-05,8.0,0.0,,
3659,Lusaka,Zambia,-15.4167,28.2833,2020-02-05,0.0,0.0,,
3660,Harare,Zimbabwe,-20.0,30.0,2020-02-05,0.0,0.0,,
3661,Diamond Princess,Canada,0.0,0.0,2020-02-05,0.0,0.0,,
3662,Roseau,Dominica,15.415,-61.371,2020-02-05,0.0,0.0,,
3663,St. George's,Grenada,12.1165,-61.679,2020-02-05,0.0,0.0,,
